special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes
,,,,2011-02-01,00,Playlist for 2011-02-01,,,,,X,,
,072.Sprawl,,01,2011-02-01,01,Higher Ground,Ellen McIlwaine,,,Later used by Fatboy Slim,,B00005KBCH,http://itunes.apple.com/us/album/the-real-every-body-needs-it/id105379517
,072.Sprawl,,02,2011-02-01,02,BREAK,,,,BREAK,X,,
,072.Sprawl,,03,2011-02-01,03,Sprawl II (Mountains Beyond Mountains),Arcade Fire,,,Thank you Andy!,,B003X73QA8,http://itunes.apple.com/us/album/the-suburbs/id382340814
,072.Sprawl,,04,2011-02-01,04,San Diego,Wheat,,,Wandering the same path as Arcade Fire,,B0028IHX5W,http://itunes.apple.com/us/album/hope-and-adams/id346978127
,072.Sprawl,,05,2011-02-01,05,Shadow Boy,Scruffy the Cat,,,Hello Scruffy!,,,
,072.Sprawl,,06,2011-02-01,06,Frayed,The Naked + Famous,,,"Churning, isn’t it",,,
,072.Sprawl,,07,2011-02-01,07,BREAK,,,,BREAK,X,,
,072.Sprawl,,08,2011-02-01,08,Daycare Nation,The Jazz Butcher,,,Lovely little melody for the solipsist,,B000S17E8W,http://itunes.apple.com/us/album/cult-of-the-basement/id258566533
,072.Sprawl,,09,2011-02-01,09,Row Your Boat Johnny,What!,,,Still amazing,,,
,072.Sprawl,,10,2011-02-01,10,Clearwater Blues,The Sugar Oaks,,,Time-tunnel to the ‘70s,,B001E0F0K0,http://itunes.apple.com/us/album/red-grapes-in-the-city-ep/id256500825
,072.Sprawl,,11,2011-02-01,11,BREAK,,,,BREAK,X,,
,072.Sprawl,,12,2011-02-01,12,Artichaut,Chinese Man,,,Gimme more electroswing,,B0015BV48K,http://itunes.apple.com/us/album/the-groove-sessions/id270046632
,072.Sprawl,,13,2011-02-01,13,Kitchen,Binder & Krieglstein,,,What beast was loose in that kitchen?,,B0017IZRS4,http://itunes.apple.com/us/album/trip/id252569114
,072.Sprawl,,14,2011-02-01,14,Way to Market Station,Aislers Set,,,The jangle of your dreams,,B000QZHD3Q,http://itunes.apple.com/us/album/the-last-match/id408691241
,072.Sprawl,,15,2011-02-01,15,(Listen To The) Flower People (Reggae Style),Spinal Tap,,,Nice tin whistle solo,,B002BAV6MS,http://itunes.apple.com/us/album/back-from-the-dead/id317213555
,072.Sprawl,,16,2011-02-01,16,BREAK,,,,BREAK,X,,
,072.Sprawl,,17,2011-02-01,17,Springfield,Ant Neely,,,Which Springfield?,,B001C7JD12,http://itunes.apple.com/us/album/not-fit-for-human-consumption/id285005601
,072.Sprawl,,18,2011-02-01,18,Kids,MGMT,,,It’s bombastic!,,B00138F080,http://itunes.apple.com/us/album/oracular-spectacular/id264720008
,072.Sprawl,,19,2011-02-01,19,Molly's Lips,The Vaselines,,,Kurt Cobain liked ‘em,,B0027OMGP4,http://itunes.apple.com/us/album/enter-vaselines-deluxe-edition/id313439714
,,,,2011-02-01,20,BREAK,,,,BREAK,X,,
,071.Hov,,21,2011-02-01,21,Hov (Det Analogisk),Analogik,,,Low key Balkanism,,B000QQXMF8,http://itunes.apple.com/us/album/id185300854
,071.Hov,,22,2011-02-01,22,Mon Ami d'en Haut,JP Nataf,,,"It’s in French, but it sounds sad.",,B0040Q8OGM,http://itunes.apple.com/us/album/plus-de-sucre/id383023957
,071.Hov,,23,2011-02-01,23,Indie Rock Freestyle,Jason Lytle,,,Let’s hear it for Jacoff!,,,
,071.Hov,,24,2011-02-01,24,Koteja (Oh Bolilla),Stewart Copeland,,,Track down this soundtrack,,,
,071.Hov,,25,2011-02-01,25,BREAK,,,,BREAK,X,,
,071.Hov,,26,2011-02-01,26,Penny Dreadful,Professor Elemental,,,Not a foppish man-bird at all,,B0045F5LI2,http://itunes.apple.com/us/album/the-indifference-engine/id399211341
,071.Hov,,27,2011-02-01,27,Authority,The Mekons,,,The often-overlooked Mekons,,,
,071.Hov,,28,2011-02-01,28,Lawrence of Euphoria,The Ophelias,,,All hail Skip Spence!,,B000S566RI,http://itunes.apple.com/us/album/more-oar-a-tribute-to-skip/id42304797
,071.Hov,,29,2011-02-01,29,Fountain and Fairfax,The Afghan Whigs,,,Harrowing is the word,,B001OGLR3S,http://itunes.apple.com/us/album/gentlemen/id300952263
,071.Hov,,30,2011-02-01,30,BREAK,,,,BREAK,X,,
,071.Hov,,31,2011-02-01,31,Tammy,Emperor Penguin,,,Yeah... it’s not Nickleback,,B000QZUUE0,http://itunes.apple.com/us/album/extreme-gaming/id69026870
,071.Hov,,32,2011-02-01,32,Floataway,David Garza,,,The 4-Track Manifesto version,,,
,071.Hov,,33,2011-02-01,33,Come As You Are / Lucifer Sam,Southern Culture on the Skids,,,More Kurtness!,,B0041ISYC8,http://itunes.apple.com/us/album/the-kudzu-ranch/id390218835
,071.Hov,,34,2011-02-01,34,Cloud Cuckooland,The Real Tuesday Weld,,,What is the fake Tuesday Weld like?,,B000XTGS1S,http://itunes.apple.com/us/album/the-london-book-of-the-dead/id262284698
,071.Hov,,35,2011-02-01,35,BREAK,,,,BREAK,X,,
,071.Hov,,36,2011-02-01,36,79 aka The Shouty Track,Lemon Jelly,,,It is rather shouty,,B000S57GKE,http://itunes.apple.com/us/album/64-95/id41438034
,071.Hov,,37,2011-02-01,37,Touz' Ensemble,Luigee Trademarq,,,"Oui oui, le French paurne",,,
,071.Hov,,38,2011-02-01,38,Romano Hip Hop,Gipsy.cz,,,"I bet you that’s their website, too",,B000TGGZS6,http://itunes.apple.com/us/album/romano-hip-hop/id251106453
,071.Hov,,39,2011-02-01,39,BREAK,,,,BREAK,X,,
,071.Hov,,40,2011-02-01,40,Toomsuba,Japancakes,,,Majestic gliding,,B001W0FIV8,http://itunes.apple.com/us/album/if-i-could-see-dallas/id307870829
,,,,2011-02-08,00,Playlist for 2011-02-08,,,,,X,,
,,,,2011-02-08,01,TV Party,Asylum Street Spankers,,,Even more warped than Black Flag’s version,,B000U8PFN4,http://itunes.apple.com/us/album/mercurial/id254933709
,,,,2011-02-08,02,BREAK,,,,BREAK,X,,
,,,,2011-02-08,03,Any Old Thing,Peglegasus,,,It’s complicated,,B0016QC7FI,http://itunes.apple.com/us/album/learning-curve/id14885329
,,,,2011-02-08,04,Mouthful Of Love,Young Heart Attack,,,Call the cardiologist,,B000S57938,http://itunes.apple.com/us/album/mouthful-of-love/id7057876
,,,,2011-02-08,05,When I Drink,The Avett Brothers,,,Can’t seem to shake the plaintiveness,,B00126QV86,http://itunes.apple.com/us/album/the-gleam-ep/id308077648
,,,,2011-02-08,06,Insensible,Juana Molina,,,Argentinian child star weirdness,,B00122MBQQ,http://itunes.apple.com/us/album/tres-cosas/id306634982
,,,,2011-02-08,07,BREAK,,,,BREAK,X,,
,,,,2011-02-08,08,Boisa-bis-o-boisa,Jens Lekman,,,Rare track from this Swede,,,
,,,,2011-02-08,09,Sammy Come a Jail,Chris Murray,,,Lo-fi ska-jinks,,B002CYN7LG,http://itunes.apple.com/us/album/the-4-track-adventures/id320926431
,,,,2011-02-08,10,Hello Angel,Scruffy the Cat,,,"Goodbye, Scruffy",,,
,,,,2011-02-08,11,BREAK,,,,BREAK,X,,
,,,,2011-02-08,12,Impatient,Nine Iron,,,She’s so impatient with me,,B000QZR2KA,http://itunes.apple.com/us/album/the-make-out-king/id97683013
,,,,2011-02-08,13,Drive Until He Sleeps,Ui,,,Road hypnosis,,B0029QSJMY,
,,,,2011-02-08,14,Palm of your Hand,Cake,,,Classic Cake melody,,B00138D35C,http://itunes.apple.com/us/album/pressure-chief/id159001685
,,,,2011-02-08,15,The Curse,The Mekons,,,Truly cursed,,B004CBMOJS,http://itunes.apple.com/us/album/heaven-hell/id396332612
,,,,2011-02-08,16,BREAK,,,,BREAK,X,,
,,,,2011-02-08,17,New Ways Of Living,Destroyer,,,Shaking itself to pieces,,B000VPB3PU,http://itunes.apple.com/us/album/notorious-lightning-other/id44364835
,,,,2011-02-08,18,Running Out Of Class,Bronco Busters,,,"Damn, they rock",,B001BG4HWE,http://itunes.apple.com/us/album/pulse-racing/id297813727
,,,,2011-02-08,19,Border Ska,Camper Van Beethoven,,,"Reduce, reuse, recycle",,B001AZ47GC,http://itunes.apple.com/us/album/popular-songs-great-enduring/id282727817
,,,,2011-02-08,20,My Window Faces the South,Los Super Seven,,,Muchas gracias to Willie Nelson,,B0007QJ1FC,
,,,,2011-02-08,21,BREAK,,,,BREAK,X,,
,,,,2011-02-08,22,La La Love You,Pixies,,,I’m still mad at the Pixies,,B000S559VW,http://itunes.apple.com/us/album/doolittle/id7060469
,,,,2011-02-08,23,Santa Fe,Binder & Krieglstein,,,From my current obsession,,B0017IZRS4,http://itunes.apple.com/us/album/trip/id252569114
,,,,2011-02-08,24,Road Hog,The Coctails,,,Going out to the blue Sentra,,B001GH0UT2,http://itunes.apple.com/us/album/popcorn-box/id344737635
,,,,2011-02-08,25,Strange New Glasses,The Ophelias,,,The girlskin ottoman stays,,,
,,,,2011-02-08,26,BREAK,,,,BREAK,X,,
,,,,2011-02-08,27,The Light Brigade,Noonday Underground,,,What is this sound?,,B000T1HRHO,http://itunes.apple.com/us/album/self-assembly/id266095457
,,,,2011-02-08,28,"Hello Dad, I'm In Jail",Was (Not Was),,,Happy birthday!,,B0000075ZG,
,,,,2011-02-08,29,Superstition,Stevie Wonder,,,In the mood for this one,,B00006JSS8,http://itunes.apple.com/us/album/stevie-wonder-the-definitive/id3440159
,,,,2011-02-08,30,Vince The Loveable Stoner,The Fratellis,,,"Hey, we all know a Vince",,B003RNZFRK,http://itunes.apple.com/us/album/costello-music-bonus-track/id217959525
,,,,2011-02-08,31,BREAK,,,,BREAK,X,,
,,,,2011-02-08,32,Tiny Chairs,Sir Millard Mulch,,,"And yet, you can sit on them",,,
,,,,2011-02-08,33,Right Before My Eyes,Snitches,,,Canadian inyourfaceness,,B000S56PAQ,http://itunes.apple.com/us/album/star-witness/id80467782
,,,,2011-02-08,34,Son of the South,Afghan Whigs,,,Masters of self-hatred,,B0011RKZZ6,http://itunes.apple.com/us/album/up-in-it/id376664079
,,,,2011-02-08,35,She Won't Budge,Young Fresh Fellows,,,From the noisy Low Beat Time,,B002I6ABDK,http://itunes.apple.com/us/album/its-low-beat-time/id323876284
,,,,2011-02-08,36,BREAK,,,,BREAK,X,,
,,,,2011-02-08,37,The Perfect Tear,David Garza,,,A rare demo version,,B00000IPN2,
,,,,2011-02-08,38,Dark Dark Leaves,The Sugar Oaks,,,Whatever happened to?,,B001E0F0K0,http://itunes.apple.com/us/album/red-grapes-in-the-city-ep/id256500825
,,,,2011-02-08,39,Soul Drive Sixth Avenue,Money Mark,,,"Decade old, still fresh",,B00005NCZ0,
,,,,2011-02-08,40,BREAK,,,,BREAK,X,,
,,,,2011-02-08,41,Other Side Of The Sun,Otaku,,,Space dub for you,,B0014NB9WA,http://itunes.apple.com/us/album/bitwise-operators/id4400522
,,,,2011-02-15,00,Playlist for 2011-02-15,,,,,X,,
,,,,2011-02-15,01,These Boots Are Made For Walking,Titilia,,,"Dig them traps, dig ‘em deep",,B003SLIMFS,http://itunes.apple.com/us/album/best-of-lounge-music/id377595174
,,,,2011-02-15,02,BREAK,,,,BREAK,X,,
,,,,2011-02-15,03,Miss Li,Miss Li,,,Don’t mess with Miss Li,,B0040ELM7C,http://itunes.apple.com/us/album/late-night-heartbroken-blues/id387248960
,,,,2011-02-15,04,Ride On Shooting Star,The Pillows,,,Fooley Cooley!,,B000051T0L,
,,,,2011-02-15,05,Beer,Asylum Street Spankers,,,Clinkety clink,,B001J2BG4M,http://itunes.apple.com/us/album/what-and-give-up-show-biz-live/id289727403
,,,,2011-02-15,06,Twice,Little Dragon,,,Check out the video on the Facebook page,,B002SVIUHY,http://itunes.apple.com/us/album/little-dragon/id384661630
,,,,2011-02-15,07,BREAK,,,,BREAK,X,,
,,,,2011-02-15,08,Here Comes My Ship,Wreckless Eric & Amy Rigby,,,What a hot combo,,B001LYB76U,http://itunes.apple.com/us/album/wreckless-eric-and-amy-rigby/id288118979
,,,,2011-02-15,09,Thomas Doubter,Scruffy the Cat,,,More Charlie Chesterman!,,,
,,,,2011-02-15,10,Twist Barbie,Shonen Knife,,,Cross breeding Hello Kitty and the Ramones,,B000XUL5YM,http://itunes.apple.com/us/album/burning-farm/id253749179
,,,,2011-02-15,11,Minor Swing,Belleruche,,,Can you tell I’m digging the electroswing?,,B004CAYL4U,http://itunes.apple.com/us/album/turntable-soul-music/id324912937
,,,,2011-02-15,12,BREAK,,,,BREAK,X,,
,,,,2011-02-15,13,Sabina,The Slackers,,,Call me Slacking,,B003FRTJG6,http://itunes.apple.com/us/album/the-great-rocksteady-swindle/id366283114
,,,,2011-02-15,14,World War III Is A Giant Ice Cream Cone,King Missile,,,How can you argue with that premise?,,,
,,,,2011-02-15,15,Larger Than Life,Vells,,,Velvety vells a-velling,,B003X6J7K2,http://itunes.apple.com/us/album/flight-from-echo-falls/id79097316
,,,,2011-02-15,16,Mexican Broads,The Capes,,,A nice moogy start,,B000TPXG66,http://itunes.apple.com/us/album/hello/id112477043
,,,,2011-02-15,17,BREAK,,,,BREAK,X,,
,,,,2011-02-15,18,Hell Hole,Spinal Tap,,,This ain’t no place to be a man,,B002BAV6MS,http://itunes.apple.com/us/album/back-from-the-dead/id317213555
,,,,2011-02-15,19,I Dig Your Mind,The Ophelias,,,You dig a restraining order,,B0009XYT1E,
,,,,2011-02-15,20,Ramblin' Man,Lemon Jelly,,,He’s a ramblin’ man.,,,http://itunes.apple.com/us/album/lost-horizons/id4978153
,,,,2011-02-15,21,BREAK,,,,BREAK,X,,
,,,,2011-02-15,22,The Ghost Inside,Broken Bells,,,DangerMouse + the Shins are your ingredients,,B003E88OY4,http://itunes.apple.com/us/album/broken-bells/id353032605
,,,,2011-02-15,23,Um 'Oh' E Um 'Ah!',Tom Zé,,,Brazilian onomatopeia,,B000S96T7G,http://itunes.apple.com/us/album/brazil-classics-4-the-best/id3735854
,,,,2011-02-15,24,The Shark Fighter!,Aquabats,,,Ludicrous!,,B004HVK6PC,http://itunes.apple.com/us/album/hi-five-soup/id411083202
,,,,2011-02-15,25,Ghost Walk,The Budos Band,,,Some dat afrobeatness,,B000R00MBK,http://itunes.apple.com/us/album/the-budos-band/id159781502
,,,,2011-02-15,26,BREAK,,,,BREAK,X,,
,,,,2011-02-15,27,Kasio Montigo,Drool Brothers,,,Drooling all over the place,,B001QS9OYS,http://itunes.apple.com/us/album/kasio-montigo/id5965210
,,,,2011-02-15,28,Drug Life,The Mountain Goats,,,Sounding like James Kochalka,,,
,,,,2011-02-15,29,Skanky Panky,Kid Koala,,,Herky jerky turntablism,,B000QZSL1Y,http://itunes.apple.com/us/album/some-of-my-best-friends-are-djs/id416348402
,,,,2011-02-15,30,BREAK,,,,BREAK,X,,
,,,,2011-02-15,31,Turn It Down (Turn Your Lamp Down Low),Dr. Ring Ding,,,"He doesn’t sound German, does he?",,,
,,,,2011-02-15,32,Brimful Of Asha (Fatboy Slim Remix),Cornershop,,,Made even more manic by the Fatboy,,B000SXBNG4,http://itunes.apple.com/us/album/digging-in-crates-1998-vol/id213027865
,,,,2011-02-15,33,Bear Witness,Dr. Octagon,,,You know where it came from.,,B002HT7GO0,http://itunes.apple.com/us/album/dr-octagonecologyst/id310121423
,,,,2011-02-15,34,BREAK,,,,BREAK,X,,
,,,,2011-02-15,35,Log,Tall Dwarfs,,,New Zealand uneezee,,B000BD1LCM,
,,,,2011-02-15,36,Bad Blood,Supergrass,,,Gimme the Brit swagger,,B0019R6XAY,http://itunes.apple.com/us/album/diamond-hoo-ha/id275454594
,,,,2011-02-15,37,Tuff Luff,The Unicorns,,,I miss the Unicorns,,B000QQV9T4,http://itunes.apple.com/us/album/who-will-cut-our-hair-when/id21401003
,,,,2011-02-15,38,Istanbul (Not Constantinople),Ska Cubano,,,It is the hotness.,,B000QZUOWI,http://itunes.apple.com/us/album/id163386121
,,,,2011-02-15,39,BREAK,,,,BREAK,X,,
,,,,2011-02-15,40,No Agreement,Fela Kuti,,,"Easy, big Fela",,B002MH9O7Y,http://itunes.apple.com/us/album/no-agreement/id328211305
,,,,2011-02-22,00,Playlist for 2011-02-22,,,,,X,,
,,,,2011-02-22,01,DEVO Corporate Anthem,The Coctails,,,From the Chicago Loungesters,,B001GH0UT2,http://itunes.apple.com/us/album/popcorn-box/id344737635
,,,,2011-02-22,02,BREAK,,,,BREAK,X,,
,,,,2011-02-22,03,Last Word,Archers Of Loaf,,,Prickly stuff I tell you,,B000S5C7SU,http://itunes.apple.com/us/album/icky-mettle/id319703111
,,,,2011-02-22,04,Medicine Man,The Hush Sound,,,Thumpety thump,,B0015C3UP4,http://itunes.apple.com/us/album/goodbye-blues-bonus-tracks/id275502247
,,,,2011-02-22,05,What the Astronaut Noticed and Then Suggested,Bob Wiseman,,,Bob’s in an accordion mood,,B0000048DK,
,,,,2011-02-22,06,Anthony Robbins Personal Slave II,Sir Millard Mulch,,,I bought his set of CDs off my sister’s internet,,,
,,,,2011-02-22,07,BREAK,,,,BREAK,X,,
,,,,2011-02-22,08,I Loved London,The Real Tuesday Weld,,,Very moody for being real,,B000XTGS1S,http://itunes.apple.com/us/album/the-london-book-of-the-dead/id262284698
,,,,2011-02-22,09,Shake It,Arling + Cameron,,,"Skippiness, begone!",,B000QQYCUM,http://itunes.apple.com/us/album/hi-fi-underground/id220284503
,,,,2011-02-22,10,The City,The Dismemberment Plan,,,Recently reunited for one last tour,,B000QQTGEY,http://itunes.apple.com/us/album/a-peoples-history-dismemberment/id6561913
,,,,2011-02-22,11,She's On Drugs,The Jazz Butcher,,,Sha na na na,,B003KXKFTK,http://itunes.apple.com/us/album/cult-of-the-basement/id258566533
,,,,2011-02-22,12,BREAK,,,,BREAK,X,,
,,,,2011-02-22,13,Life Is So Sweet,Garageland,,,Let’s hear it for New Zealand,,B001KR3VOE,http://itunes.apple.com/us/album/scorpio-righting/id295201963
,,,,2011-02-22,14,The Girl From U.N.C.L.E.,The Four Corners,,,Too cool for stereo,,B000QZQT8Q,http://itunes.apple.com/us/album/say-youre-a-scream/id20839637
,,,,2011-02-22,15,Aberdeen,Cage the Elephant,,,At their pixiest,,B004GNQ6UA,http://itunes.apple.com/us/album/thank-you-happy-birthday/id409370037
,,,,2011-02-22,16,Late Night Heartbroken Blues,Miss Li,,,"Oh, Miss li",,B0040ELM7C,http://itunes.apple.com/us/album/late-night-heartbroken-blues/id387248960
,,,,2011-02-22,17,BREAK,,,,BREAK,X,,
,,,,2011-02-22,18,The Drums,Islands,,,Robot unicorns if you know what I mean,,B002OL9TIM,http://itunes.apple.com/us/album/vapours/id330822589
,,,,2011-02-22,19,Kissing The Lipless,The Shins,,,Soaring high and shouting,,B000YN68RC,http://itunes.apple.com/us/album/chutes-too-narrow/id3863054
,,,,2011-02-22,20,Death Cab For Cutie,The Bonzo Dog Band,,,Is this where the band got their name?,,B000VO8BQU,http://itunes.apple.com/us/album/gorilla/id258954453
,,,,2011-02-22,21,Bucepahlus Bouncing Ball,Aphex Twin,,,Clicky twitches,,B00123MB56,http://itunes.apple.com/us/album/come-to-daddy/id49572362
,,,,2011-02-22,22,BREAK,,,,BREAK,X,,
,,,,2011-02-22,23,Rocked by Rape,Evolution Control Committee,,,Time for us to bug out,,B003WO0OQ6,http://itunes.apple.com/us/album/plagiarythm-nation-vol-2-0/id382526789
,,,,2011-02-22,24,We Used To Wait,Arcade Fire,,,Who is Arcade Fire?,,B003X73QA8,http://itunes.apple.com/us/album/the-suburbs/id382340814
,,,,2011-02-22,25,Who's Afraid Of The Big Bad Wolf,Frank Churchill,,,Have some Disney music. Charley,,,
,,,,2011-02-22,26,Sterno,Los Straitjackets,,,Sounds somewhat familiar...,,B000QZXWPY,http://itunes.apple.com/us/album/the-velvet-touch-los-straitjackets/id4176271
,,,,2011-02-22,27,BREAK,,,,BREAK,X,,
,,,,2011-02-22,28,Treat You Right Someday,House of Freaks,,,Contemplative,,B000R02ZYC,http://itunes.apple.com/us/album/invisible-jewel/id151330966
,,,,2011-02-22,29,Halves And Have-Nots,Mates Of State,,,Harmonies that make you grit your teeth,,B0029OY3HQ,http://itunes.apple.com/us/album/our-constant-concern/id27054258
,,,,2011-02-22,30,My Kid Smokin',And The Moneynotes,,,Playing it loose,,B001BGY8HI,http://itunes.apple.com/us/album/new-cornucopia/id282875495
,,,,2011-02-22,31,Crouton Man,Tepado,,,¡Esta tepado!,,,
,,,,2011-02-22,32,BREAK,,,,BREAK,X,,
,,,,2011-02-22,33,She Was Talking to Me (Down on Avenue B),Paleface,,,Some of that dirty NYC folk,,,
,,,,2011-02-22,34,Two Dollar Wine,The Glands,,,Outta Athens,,,
,,,,2011-02-22,35,Funeral,The Mekons,,,Outta Leeds,,B000SY4QAI,
,,,,2011-02-22,36,Trouble Is My Beeswax,Cigarbox Planetarium,,,Instrumental health,,B000S56IKI,http://itunes.apple.com/us/album/cigarbox-planetarium/id84958614
,,,,2011-02-22,37,BREAK,,,,BREAK,X,,
,,,,2011-02-22,38,My Favorite Record,Asylum Street Spankers,,,So sad they’re calling it quits,,,
,,,,2011-02-22,39,Time Never Forgets,Scruffy the Cat,,,And don’t you forget it,,,
,,,,2011-02-22,40,Kite Flying,Mark Mothersbaugh,,,"Rushmore, rushmore",,B001O3TCT2,http://itunes.apple.com/us/album/rushmore-soundtrack-from-motion/id3479818
,,,,2011-02-22,41,Smash It Up,The (International) Noise Conspiracy,,,Kindred spirit to the Damned song,,B001W2F9A6,http://itunes.apple.com/us/album/smash-it-up-ep/id307784459
,,,,2011-02-22,42,BREAK,,,,BREAK,X,,
,,,,2011-02-22,43,Right This Second,Deadmau5,,,It’s like Oxygene 2011,,B004EG2JO6,http://itunes.apple.com/us/album/4x4-12-deluxe-version/id406919167
,,,,2011-03-01,00,Playlist for 2011-03-01,,,,,X,,
,,,,2011-03-01,01,Where Is My Mind,Maxence Cyrin,,,Loungetastic version of my favorite Pixies song,,B003F47QL4,http://itunes.apple.com/us/album/novo-piano/id360469941
,,,,2011-03-01,02,BREAK,,,,BREAK,X,,
,,,,2011-03-01,03,yEAH!!!,aRTIST oF tHE yEAR,,,Shout out to Charley and his francophilia,,B000REFG08,http://itunes.apple.com/us/album/id319964683
,,,,2011-03-01,04,Hierarchy Rock,Jason Trachtenburg,,,Sans the Family Slideshow,,B000S59LZM,http://itunes.apple.com/us/album/revolutions-per-minute/id19570887
,,,,2011-03-01,05,Fel Del Av Garden,Movits!,,,Give me that Swedish electroswing,,B002JS7Z3Q,http://itunes.apple.com/us/album/appelknyckarjazz/id325844062
,,,,2011-03-01,06,She's Telling Lies,Apples In Stereo,,,It runs HOT I tell you,,B001RMGLWQ,http://itunes.apple.com/us/album/velocity-of-sound/id336224979
,,,,2011-03-01,07,BREAK,,,,BREAK,X,,
,,,,2011-03-01,08,Disillusion,Photon Band,,,"Hands up, who likes physics?!",,B0028DKN3Q,http://itunes.apple.com/us/album/oh-the-sweet-sweet-changes/id299716005
